,lat,lon,ort,bezeichnung,gemeindeschluessel,gemeindeschluessel_text
80,51.05306626,7.0154741110000005,SK Leverkusen,Kreisfreie Stadt,5316.0,05316
81,50.72750461,6.216727218,StadtRegion Aachen,Kreis,5334.0,05334
82,50.81789505,6.44556161,LK Düren,Kreis,5358.0,05358
83,50.90493303,6.716491018999999,LK Rhein-Erft-Kreis,Kreis,5362.0,05362
84,50.53647317,6.644151912000001,LK Euskirchen,Kreis,5366.0,05366
85,51.04934891,6.164112923999999,LK Heinsberg,Kreis,5370.0,05370
86,51.0127092,7.516628817000001,LK Oberbergischer Kreis,Kreis,5374.0,05374
87,51.02300443,7.194846537999999,LK Rheinisch-Bergischer Kreis,Kreis,5378.0,05378
88,50.76063891,7.234573028,LK Rhein-Sieg-Kreis,Kreis,5382.0,05382
89,51.57169383,6.920116178,SK Bottrop,Kreisfreie Stadt,5512.0,05512
90,51.55395642,7.071240238,SK Gelsenkirchen,Kreisfreie Stadt,5513.0,05513
91,51.95431679,7.623646795,SK Münster,Kreisfreie Stadt,5515.0,05515
92,51.96131984,6.899615612000001,LK Borken,Kreis,5554.0,05554
93,51.86685104,7.366012232999999,LK Coesfeld,Kreis,5558.0,05558
94,51.67248392,7.159248938999999,LK Recklinghausen,Kreis,5562.0,05562
95,52.21153668,7.579446712999999,LK Steinfurt,Kreis,5566.0,05566
96,51.87022279,7.9582949329999995,LK Warendorf,Kreis,5570.0,05570
97,52.01094862,8.540743897,SK Bielefeld,Kreisfreie Stadt,5711.0,05711
98,51.93170893,8.351386052999999,LK Gütersloh,Kreis,5754.0,05754
99,52.16757781,8.643931639,LK Herford,Kreis,5758.0,05758
100,51.68494074,9.178091497999999,LK Höxter,Kreis,5762.0,05762
101,51.98142265,8.950837273,LK Lippe,Kreis,5766.0,05766
102,52.3524755,8.739348393,LK Minden-Lübbecke,Kreis,5770.0,05770
103,51.66417546,8.719635033,LK Paderborn,Kreis,5774.0,05774
104,51.46992737,7.224935232000001,SK Bochum,Kreisfreie Stadt,5911.0,05911
105,51.51607757,7.474900905,SK Dortmund,Kreisfreie Stadt,5913.0,05913
106,51.34804507,7.497555537999999,SK Hagen,Kreisfreie Stadt,5914.0,05914
107,51.6651744,7.823586193,SK Hamm,Kreisfreie Stadt,5915.0,05915
108,51.53753324,7.208557615,SK Herne,Kreisfreie Stadt,5916.0,05916
109,51.34684479,7.324029334,LK Ennepe-Ruhr-Kreis,Kreis,5954.0,05954
110,51.30682538,8.385079867,LK Hochsauerlandkreis,Kreis,5958.0,05958
111,51.26261144,7.713008099,LK Märkischer Kreis,Kreis,5962.0,05962
112,51.08615959,7.976477266,LK Olpe,Kreis,5966.0,05966
113,50.93773864,8.195170269,LK Siegen-Wittgenstein,Kreis,5970.0,05970
114,51.5644105,8.217437438,LK Soest,Kreis,5974.0,05974
115,51.57857454,7.636444585,LK Unna,Kreis,5978.0,05978
116,49.88144614,8.664681555,SK Darmstadt,Kreisfreie Stadt,6411.0,06411
117,50.117968100000006,8.644190393999999,SK Frankfurt am Main,Kreisfreie Stadt,6412.0,06412
118,50.09107877,8.780962265,SK Offenbach,Kreisfreie Stadt,6413.0,06413
119,50.07915667,8.260366469,SK Wiesbaden,Kreisfreie Stadt,6414.0,06414
120,49.61770122,8.660116116000001,LK Bergstraße,Landkreis,6431.0,06431
121,49.85550385,8.795469879,LK Darmstadt-Dieburg,Landkreis,6432.0,06432
122,49.90450861,8.470252477,LK Groß-Gerau,Landkreis,6433.0,06433
123,50.28161525,8.504646057999999,LK Hochtaunuskreis,Landkreis,6434.0,06434
124,50.24386452,9.286222992,LK Main-Kinzig-Kreis,Landkreis,6435.0,06435
125,50.10257891,8.434571215,LK Main-Taunus-Kreis,Landkreis,6436.0,06436
126,49.67158617,8.979525238999999,LK Odenwaldkreis,Landkreis,6437.0,06437
127,50.02167746,8.811439146,LK Offenbach,Landkreis,6438.0,06438
128,50.14197172,8.081134712999999,LK Rheingau-Taunus-Kreis,Landkreis,6439.0,06439
129,50.35477648,8.907657059,LK Wetteraukreis,Landkreis,6440.0,06440
130,50.5702779,8.807513717,LK Gießen,Landkreis,6531.0,06531
131,50.64826873,8.36532824,LK Lahn-Dill-Kreis,Landkreis,6532.0,06532
132,50.42747035,8.199437238,LK Limburg-Weilburg,Landkreis,6533.0,06533
133,50.83686383,8.738043767999999,LK Marburg-Biedenkopf,Landkreis,6534.0,06534
134,50.63811937,9.271379508999999,LK Vogelsbergkreis,Landkreis,6535.0,06535
135,51.31145481,9.46020305,SK Kassel,Kreisfreie Stadt,6611.0,06611
136,50.56388099,9.759139165,LK Fulda,Landkreis,6631.0,06631
137,50.90618961,9.752932406000001,LK Hersfeld-Rotenburg,Landkreis,6632.0,06632
138,51.40129614,9.407038916,LK Kassel,Landkreis,6633.0,06633
139,51.02377582,9.373652339,LK Schwalm-Eder-Kreis,Landkreis,6634.0,06634
140,51.19068757,8.88888422,LK Waldeck-Frankenberg,Landkreis,6635.0,06635
141,51.19075638,9.928906207,LK Werra-Meißner-Kreis,Landkreis,6636.0,06636
142,50.34851606,7.579551024,SK Koblenz,Kreisfreie Stadt,7111.0,07111
143,50.46758532,7.044976439,LK Ahrweiler,Landkreis,7131.0,07131
144,50.75074766,7.74412526,LK Altenkirchen,Landkreis,7132.0,07132
145,49.82482041,7.686664992000001,LK Bad Kreuznach,Landkreis,7133.0,07133
146,49.71254039,7.277654598,LK Birkenfeld,Landkreis,7134.0,07134
147,50.13288001,7.174319965,LK Cochem-Zell,Landkreis,7135.0,07135
148,50.33160787,7.332169432000001,LK Mayen-Koblenz,Landkreis,7137.0,07137
149,50.55770055,7.46900065,LK Neuwied,Landkreis,7138.0,07138
150,50.04420982,7.500099712000001,LK Rhein-Hunsrück-Kreis,Landkreis,7140.0,07140
151,50.26328174,7.842709936,LK Rhein-Lahn-Kreis,Landkreis,7141.0,07141
152,50.55234937,7.865681372,LK Westerwaldkreis,Landkreis,7143.0,07143
153,49.76293883,6.655051022,SK Trier,Kreisfreie Stadt,7211.0,07211
154,49.92464518,6.967218622000001,LK Bernkastel-Wittlich,Landkreis,7231.0,07231
155,50.06215977,6.410129965,LK Bitburg-Prüm,Landkreis,7232.0,07232
156,50.23833585,6.748653732,LK Vulkaneifel,Landkreis,7233.0,07233
157,49.69647113,6.6951955960000005,LK Trier-Saarburg,Landkreis,7235.0,07235
158,49.53306403,8.356883799,SK Frankenthal,Kreisfreie Stadt,7311.0,07311
159,49.432852600000004,7.760674748,SK Kaiserslautern,Kreisfreie Stadt,7312.0,07312
160,49.22449388,8.05060076,SK Landau i.d.Pfalz,Kreisfreie Stadt,7313.0,07313
161,49.48208767,8.396844536,SK Ludwigshafen,Kreisfreie Stadt,7314.0,07314
162,49.97418652,8.241497085,SK Mainz,Kreisfreie Stadt,7315.0,07315
163,49.34187582,8.152287859,SK Neustadt a.d.Weinstraße,Kreisfreie Stadt,7316.0,07316
164,49.19712709,7.594363165,SK Pirmasens,Kreisfreie Stadt,7317.0,07317
165,49.32971814,8.435019749,SK Speyer,Kreisfreie Stadt,7318.0,07318
166,49.64944553,8.324528631,SK Worms,Kreisfreie Stadt,7319.0,07319
167,49.24816069,7.36539389,SK Zweibrücken,Kreisfreie Stadt,7320.0,07320
168,49.7594414,8.15718502,LK Alzey-Worms,Landkreis,7331.0,07331
169,49.4530206,8.110304937,LK Bad Dürkheim,Landkreis,7332.0,07332
170,49.63198305,7.915011327,LK Donnersbergkreis,Landkreis,7333.0,07333
171,49.11590817,8.24619377,LK Germersheim,Landkreis,7334.0,07334
172,49.44622232,7.684981573,LK Kaiserslautern,Landkreis,7335.0,07335
173,49.54981086,7.471320282000001,LK Kusel,Landkreis,7336.0,07336
174,49.19038234,8.048076004,LK Südliche Weinstraße,Landkreis,7337.0,07337
175,49.41664998,8.360681086,LK Rhein-Pfalz-Kreis,Landkreis,7338.0,07339
176,49.92201388,8.079648751,LK Mainz-Bingen,Landkreis,7339.0,07340
177,49.20827474,7.65886719,LK Südwestpfalz,Landkreis,7340.0,08111
178,48.77453396,9.172067988,SK Stuttgart,Stadtkreis,8111.0,08115
179,48.67822563,8.942777301,LK Böblingen,Landkreis,8115.0,08116
180,48.64802168,9.369165727999999,LK Esslingen,Landkreis,8116.0,08117
181,48.66314836,9.717504977,LK Göppingen,Landkreis,8117.0,08118
182,48.94060298,9.124344257,LK Ludwigsburg,Landkreis,8118.0,08119
183,48.89900813,9.501212956,LK Rems-Murr-Kreis,Landkreis,8119.0,08121
184,49.15271959,9.182346901,SK Heilbronn,Stadtkreis,8121.0,08125
185,49.17719852,9.190778723,LK Heilbronn,Landkreis,8125.0,08126
186,49.27154614,9.614135781,LK Hohenlohekreis,Landkreis,8126.0,08127
187,49.14446897,9.908932168,LK Schwäbisch Hall,Landkreis,8127.0,08128
188,49.56070071,9.725088401,LK Main-Tauber-Kreis,Landkreis,8128.0,08135
189,48.66228146,10.18215043,LK Heidenheim,Landkreis,8135.0,08136
190,48.87752597,10.09015736,LK Ostalbkreis,Landkreis,8136.0,08211
191,48.74852744,8.231762202999999,SK Baden-Baden,Stadtkreis,8211.0,08212
192,49.01133399,8.41266977,SK Karlsruhe,Stadtkreis,8212.0,08215
193,49.08188493,8.562796642,LK Karlsruhe,Landkreis,8215.0,08216
194,48.76181925,8.241247569,LK Rastatt,Landkreis,8216.0,08221
195,49.4055153,8.69417185,SK Heidelberg,Stadtkreis,8221.0,08222
196,49.49941904,8.500324438,SK Mannheim,Stadtkreis,8222.0,08225
197,49.46660977,9.280110002,LK Neckar-Odenwald-Kreis,Landkreis,8225.0,08226
198,49.36848493,8.767084426,LK Rhein-Neckar-Kreis,Landkreis,8226.0,08231
199,48.87640055,8.712779093,SK Pforzheim,Stadtkreis,8231.0,08235
200,48.67899906,8.635769829,LK Calw,Landkreis,8235.0,08236
201,48.91446693,8.737081202999999,LK Enzkreis,Landkreis,8236.0,08237
202,48.47440617,8.465312971,LK Freudenstadt,Landkreis,8237.0,08311
203,47.992523,7.818075962000001,SK Freiburg i.Breisgau,Stadtkreis,8311.0,08315
204,47.92490936,7.924940897000001,LK Breisgau-Hochschwarzwald,Landkreis,8315.0,08316
205,48.14851206,7.897550382,LK Emmendingen,Landkreis,8316.0,08317
206,48.42097194,8.016219909,LK Ortenaukreis,Landkreis,8317.0,08325
207,48.25422029,8.532351332000001,LK Rottweil,Landkreis,8325.0,08326
208,48.01911974,8.410964352999999,LK Schwarzwald-Baar-Kreis,Landkreis,8326.0,08327
209,48.01120044,8.794136176,LK Tuttlingen,Landkreis,8327.0,08335
210,47.79321279,8.915763012000001,LK Konstanz,Landkreis,8335.0,08336
211,47.70350402,7.774028828,LK Lörrach,Landkreis,8336.0,08337
212,47.69713347,8.218892391,LK Waldshut,Landkreis,8337.0,08415
213,48.40647635,9.365726299,LK Reutlingen,Landkreis,8415.0,08416
214,48.4817379,8.987634001,LK Tübingen,Landkreis,8416.0,08417
215,48.26723891,8.937428398,LK Zollernalbkreis,Landkreis,8417.0,08421
216,48.39083274,9.950021135,SK Ulm,Stadtkreis,8421.0,08425
217,48.40171143,9.827447144,LK Alb-Donau-Kreis,Landkreis,8425.0,08426
218,48.10758263,9.774254366000001,LK Biberach,Landkreis,8426.0,08435
219,47.73346029,9.400770013999999,LK Bodenseekreis,Landkreis,8435.0,08436
220,47.82504412,9.779894557999999,LK Ravensburg,Landkreis,8436.0,08437
221,48.0391515,9.241003503,LK Sigmaringen,Landkreis,8437.0,09161
222,48.75509278,11.39500693,SK Ingolstadt,Kreisfreie Stadt,9161.0,09162
223,48.15321316,11.54724418,SK München,Kreisfreie Stadt,9162.0,09163
224,47.84437772,12.10872475,SK Rosenheim,Kreisfreie Stadt,9163.0,09171
225,48.20980443,12.70528268,LK Altötting,Landkreis,9171.0,09172
226,47.6984724,12.90186609,LK Berchtesgadener Land,Landkreis,9172.0,09173
227,47.72747715,11.4831154,LK Bad Tölz-Wolfratshausen,Landkreis,9173.0,09174
228,48.33454826,11.35711281,LK Dachau,Landkreis,9174.0,09175
229,48.07617761,11.91317212,LK Ebersberg,Landkreis,9175.0,09176
230,48.89808756,11.37038733,LK Eichstätt,Landkreis,9176.0,09177
231,48.30039708,12.0006247,LK Erding,Landkreis,9177.0,09178
232,48.44735698,11.74067169,LK Freising,Landkreis,9178.0,09179
233,48.18779329,11.20107762,LK Fürstenfeldbruck,Landkreis,9179.0,09180
234,47.55634898,11.12962861,LK Garmisch-Partenkirchen,Landkreis,9180.0,09181
235,48.02443538,10.94873468,LK Landsberg a.Lech,Landkreis,9181.0,09182
236,47.74164533,11.80898974,LK Miesbach,Landkreis,9182.0,09183
237,48.23931452,12.38182802,LK Mühldorf a.Inn,Landkreis,9183.0,09184
238,48.0744744,11.63136804,LK München,Landkreis,9184.0,09185
239,48.66442033,11.19721067,LK Neuburg-Schrobenhausen,Landkreis,9185.0,09186
240,48.59627518,11.52428271,LK Pfaffenhofen a.d.Ilm,Landkreis,9186.0,09187
241,47.87837975,12.16275398,LK Rosenheim,Landkreis,9187.0,09188
242,48.00604698,11.28173267,LK Starnberg,Landkreis,9188.0,09189
243,47.89454276,12.57957507,LK Traunstein,Landkreis,9189.0,09190
244,47.78753703,11.04833647,LK Weilheim-Schongau,Landkreis,9190.0,09261
245,48.54466998,12.15934165,SK Landshut,Kreisfreie Stadt,9261.0,09262
246,48.5820984,13.41505042,SK Passau,Kreisfreie Stadt,9262.0,09263
247,48.88075448,12.57347487,SK Straubing,Kreisfreie Stadt,9263.0,09271
248,48.77870212,13.0007258,LK Deggendorf,Landkreis,9271.0,09272
249,48.82685817,13.51321006,LK Freyung-Grafenau,Landkreis,9272.0,09273
250,48.82494143,11.85755444,LK Kelheim,Landkreis,9273.0,09274
251,48.55775541,12.19539242,LK Landshut,Landkreis,9274.0,09275
252,48.55863045,13.36660359,LK Passau,Landkreis,9275.0,09276
253,49.02281441,13.09976379,LK Regen,Landkreis,9276.0,09277
254,48.42451987,12.86735043,LK Rottal-Inn,Landkreis,9277.0,09278
255,48.89970504,12.58240399,LK Straubing-Bogen,Landkreis,9278.0,09279
256,48.64116462,12.61047719,LK Dingolfing-Landau,Landkreis,9279.0,09361
257,49.45092774,11.8453726,SK Amberg,Kreisfreie Stadt,9361.0,09362
258,49.0130809,12.11373088,SK Regensburg,Kreisfreie Stadt,9362.0,09363
259,49.66924961,12.15453393,SK Weiden i.d.OPf.,Kreisfreie Stadt,9363.0,09371
260,49.48675113,11.80095321,LK Amberg-Sulzbach,Landkreis,9371.0,09372
261,49.23706516,12.69547955,LK Cham,Landkreis,9372.0,09373
262,49.21596141,11.56655792,LK Neumarkt i.d.OPf.,Landkreis,9373.0,09375
263,49.68658288,12.09825744,LK Neustadt a.d.Waldnaab,Landkreis,9374.0,09376
264,49.02134333,12.12116123,LK Regensburg,Landkreis,9375.0,09377
265,49.36803336,12.25308476,LK Schwandorf,Landkreis,9376.0,09461
266,49.89938901,12.20034184,LK Tirschenreuth,Landkreis,9377.0,09462
267,49.88722213,10.89893625,SK Bamberg,Kreisfreie Stadt,9461.0,09463
268,49.93774274,11.58467279,SK Bayreuth,Kreisfreie Stadt,9462.0,09464
269,50.26395162,10.96443866,SK Coburg,Kreisfreie Stadt,9463.0,09471
270,50.31079563,11.89726317,SK Hof,Kreisfreie Stadt,9464.0,09472
271,49.89342862,10.88366378,LK Bamberg,Landkreis,9471.0,09474
272,49.88376109,11.55515576,LK Bayreuth,Landkreis,9472.0,09475
273,50.26788951,10.94232605,LK Coburg,Landkreis,9473.0,09476
274,49.72099688,11.17313196,LK Forchheim,Landkreis,9474.0,09477
275,50.27321205,11.81919285,LK Hof,Landkreis,9475.0,09478
276,50.32796323,11.37204664,LK Kronach,Landkreis,9476.0,09479
277,50.10264208,11.48229914,LK Kulmbach,Landkreis,9477.0,09561
278,50.1093305,11.11692157,LK Lichtenfels,Landkreis,9478.0,09562
279,50.09014053,12.04187211,LK Wunsiedel i.Fichtelgebirge,Landkreis,9479.0,09563
280,49.29218466,10.56366943,SK Ansbach,Kreisfreie Stadt,9561.0,09564
281,49.58232921,10.97814496,SK Erlangen,Kreisfreie Stadt,9562.0,09565
282,49.49141883,10.96548221,SK Fürth,Kreisfreie Stadt,9563.0,09571
283,49.43621145,11.08275534,SK Nürnberg,Kreisfreie Stadt,9564.0,09572
284,49.33562051,11.02351259,SK Schwabach,Kreisfreie Stadt,9565.0,09574
285,49.24816458,10.46813339,LK Ansbach,Landkreis,9571.0,09575
286,49.64004083,10.914893300000001,LK Erlangen-Höchstadt,Landkreis,9572.0,09576
287,49.44669052,10.84968649,LK Fürth,Landkreis,9573.0,09577
288,49.49190394,11.36940646,LK Nürnberger Land,Landkreis,9574.0,09661
289,49.56948359,10.46529167,LK Neustadt a.d.Aisch-Bad Windsheim,Landkreis,9575.0,09662
290,49.20291709,11.12356541,LK Roth,Landkreis,9576.0,09663
291,49.03268584,10.89365914,LK Weißenburg-Gunzenhausen,Landkreis,9577.0,09671
292,49.96385604,9.145811924,SK Aschaffenburg,Kreisfreie Stadt,9661.0,09672
293,50.047008,10.22089195,SK Schweinfurt,Kreisfreie Stadt,9662.0,09673
294,49.78465542,9.940896029,SK Würzburg,Kreisfreie Stadt,9663.0,09674
295,50.0080931,9.238037457,LK Aschaffenburg,Landkreis,9671.0,09675
296,50.22251394,9.964701108,LK Bad Kissingen,Landkreis,9672.0,09676
297,50.37131275,10.25490757,LK Rhön-Grabfeld,Landkreis,9673.0,09677
298,50.06287893,10.60697884,LK Haßberge,Landkreis,9674.0,09678
299,49.75322539,10.25606245,LK Kitzingen,Landkreis,9675.0,09679
300,49.75729059,9.234716588,LK Miltenberg,Landkreis,9676.0,09761
301,49.99358223,9.662681662999999,LK Main-Spessart,Landkreis,9677.0,09762
302,50.01688178,10.25995031,LK Schweinfurt,Landkreis,9678.0,09763
303,49.73762667,9.927363415,LK Würzburg,Landkreis,9679.0,09764
304,48.34557086,10.88550536,SK Augsburg,Kreisfreie Stadt,9761.0,09771
305,47.8799286,10.61609675,SK Kaufbeuren,Kreisfreie Stadt,9762.0,09772
306,47.73818425,10.30811849,SK Kempten,Kreisfreie Stadt,9763.0,09773
307,47.97878749,10.16302768,SK Memmingen,Kreisfreie Stadt,9764.0,09774
308,48.42757015,11.05275556,LK Aichach-Friedberg,Landkreis,9771.0,09775
309,48.35428718,10.73208453,LK Augsburg,Landkreis,9772.0,09776
310,48.5964038,10.52776417,LK Dillingen a.d.Donau,Landkreis,9773.0,09777
311,48.35281385,10.38113121,LK Günzburg,Landkreis,9774.0,09778
312,48.29822655,10.14115581,LK Neu-Ulm,Landkreis,9775.0,09779
313,47.60516495,9.882861365,LK Lindau,Landkreis,9776.0,09780
314,47.76995906,10.63973163,LK Ostallgäu,Landkreis,9777.0,10041
315,48.03981304,10.38923276,LK Unterallgäu,Landkreis,9778.0,10042
316,48.80693204,10.7123442,LK Donau-Ries,Landkreis,9779.0,10043
317,47.57270756,10.25862291,LK Oberallgäu,Landkreis,9780.0,10044
318,49.25138239,6.957296528,LK Stadtverband Saarbrücken,Landkreis,10041.0,10045
319,49.49576456,6.680484797,LK Merzig-Wadern,Landkreis,10042.0,10046
320,49.37570165,7.117203207,LK Neunkirchen,Landkreis,10043.0,11000
321,49.35534155,6.7755433389999995,LK Saarlouis,Landkreis,10044.0,12051
322,49.24869939,7.242221249,LK Saar-Pfalz-Kreis,Landkreis,10045.0,12052
323,49.51957311,7.100433245,LK Sankt Wendel,Landkreis,10046.0,12053
324,52.50153158,13.40185024,Berlin,Kreisfreie Stadt,11000.0,12054
325,52.40271509,12.51933378,SK Brandenburg a.d.Havel,Kreisfreie Stadt,12051.0,12060
326,51.772693,14.36621885,SK Cottbus,Kreisfreie Stadt,12052.0,12061
327,52.32476308,14.49034875,SK Frankfurt (Oder),Kreisfreie Stadt,12053.0,12062
328,52.42617849,13.02854917,SK Potsdam,Kreisfreie Stadt,12054.0,12063
329,52.82322798,13.70373113,LK Barnim,Landkreis,12060.0,12064
330,52.04230693,13.81994078,LK Dahme-Spreewald,Landkreis,12061.0,12065
331,51.61227102,13.45958892,LK Elbe-Elster,Landkreis,12062.0,12066
332,52.62082081,12.62834691,LK Havelland,Landkreis,12063.0,12067
333,52.60672381,14.14646433,LK Märkisch-Oderland,Landkreis,12064.0,12068
334,52.90683265,13.20530222,LK Oberhavel,Landkreis,12065.0,12069
335,51.61630052,13.943617300000001,LK Oberspreewald-Lausitz,Landkreis,12066.0,12070
336,52.24400851,14.21905943,LK Oder-Spree,Landkreis,12067.0,12071
337,52.99142304,12.63595895,LK Ostprignitz-Ruppin,Landkreis,12068.0,12072
338,52.24629471,12.6891435,LK Potsdam-Mittelmark,Landkreis,12069.0,12073
339,53.10932673,11.96182693,LK Prignitz,Landkreis,12070.0,13003
340,51.75859324,14.43312857,LK Spree-Neiße,Landkreis,12071.0,13004
341,52.07318431,13.2760182,LK Teltow-Fläming,Landkreis,12072.0,13071
342,53.20590307,13.86129862,LK Uckermark,Landkreis,12073.0,13072
343,54.14638839,12.14174712,SK Rostock,Kreisfreie Stadt,13003.0,13073
344,53.62151005,11.41652995,SK Schwerin,Kreisfreie Stadt,13004.0,13074
345,53.54369275,13.00246062,LK Mecklenburgische Seenplatte,Landkreis,13071.0,13075
346,53.91204551,12.22083383,LK Rostock,Landkreis,13072.0,13076
347,54.28420295,12.99152542,LK Vorpommern-Rügen,Landkreis,13073.0,14511
